Name of the Municiplaity/corporation,Ward No.,Ward reserved for,Total No. of Voters including service voters in the ward,Total Votes Polled (excluding PBs) in the ward,No. of Postal Ballots Polled in the ward,No. of Tendered Votes Polled in the ward,No. of Valid Votes (including PBs) in the ward,No. of Rejected Votes Polled (including PBs) in the ward,No. of Votes Polled to NOTA (including PBs) in the ward,Sl.No. of the Candidate in the ward,Name of the Contesting Candidate in the ward,No. of Valid Votes Secured (including PBs) by the candidate,Party Affiliation if any,Result
GHMC,Ward 139 - East anand bagh,UR(G),48279,22194,13,0,21332,594,281,2,KOTHOWALA UMESH SINGH,2674,INC,
GHMC,Ward 139 - East anand bagh,UR(G),48279,22194,13,0,21332,594,281,3,NAGARAJ BAKKA,7567,BJP,
GHMC,Ward 139 - East anand bagh,UR(G),48279,22194,13,0,21332,594,281,4,Y PREM KUMAR,10163,TRS,Elected
GHMC,Ward 139 - East anand bagh,UR(G),48279,22194,13,0,21332,594,281,5,DAASAVATHINI PRAVEEN KUMAR,70,TJSP,
GHMC,Ward 139 - East anand bagh,UR(G),48279,22194,13,0,21332,594,281,6,KOLUGURI SRINIVAS,22,INDEPENDENT,
GHMC,Ward 139 - East anand bagh,UR(G),48279,22194,13,0,21332,594,281,7,CHUNDI SHOBAN BABU,108,INDEPENDENT,
GHMC,Ward 139 - East anand bagh,UR(G),48279,22194,13,0,21332,594,281,8,VISHNU VARDHAN RANUVA,37,INDEPENDENT,
GHMC,Ward 139 - East anand bagh,UR(G),48279,22194,13,0,21332,594,281,9,R SRINIVAS,94,INDEPENDENT,
GHMC,Ward 140 - Malkajgiri,UR(G),41872,20184,6,0,19591,358,241,1,N. JAGADISHWAR GOUD,8188,TRS,
GHMC,Ward 140 - Malkajgiri,UR(G),41872,20184,6,0,19591,358,241,2,GEEDI SRINIVAS GOUD,2366,INC,
GHMC,Ward 140 - Malkajgiri,UR(G),41872,20184,6,0,19591,358,241,3,BONDILI MANOJKUMAR SINGH,396,TDP,
GHMC,Ward 140 - Malkajgiri,UR(G),41872,20184,6,0,19591,358,241,4,SRAVAN VURAPALLI,8366,BJP,Elected
GHMC,Ward 140 - Malkajgiri,UR(G),41872,20184,6,0,19591,358,241,5,KONDAPALLI SRUJANA,22,INDEPENDENT,
GHMC,Ward 140 - Malkajgiri,UR(G),41872,20184,6,0,19591,358,241,6,KOPPU RAJAIAH,69,INDEPENDENT,
GHMC,Ward 140 - Malkajgiri,UR(G),41872,20184,6,0,19591,358,241,7,GOGIKAR ARUNKUMAR,138,INDEPENDENT,
GHMC,Ward 140 - Malkajgiri,UR(G),41872,20184,6,0,19591,358,241,8,CHENNAIIAH GOUD MUDDHAPURAM,16,INDEPENDENT,
GHMC,Ward 140 - Malkajgiri,UR(G),41872,20184,6,0,19591,358,241,9,N PRANAV SHESHASAI,30,INDEPENDENT,
GHMC,Ward 141 - Gotham nagar,UR(W),52330,23801,10,0,22840,707,264,1,CHINTALA ANJAMMA,497,TDP,
GHMC,Ward 141 - Gotham nagar,UR(W),52330,23801,10,0,22840,707,264,2,T V TAPASWINI YADAV,3829,INC,
GHMC,Ward 141 - Gotham nagar,UR(W),52330,23801,10,0,22840,707,264,3,MEKALA SUNEETHA,10304,TRS,Elected
GHMC,Ward 141 - Gotham nagar,UR(W),52330,23801,10,0,22840,707,264,4,S SANTOSHI,8004,BJP,
GHMC,Ward 141 - Gotham nagar,UR(W),52330,23801,10,0,22840,707,264,5,PODISHETTI JYOTHI,27,MCPIU,
GHMC,Ward 141 - Gotham nagar,UR(W),52330,23801,10,0,22840,707,264,6,KUNTI LAKSHMI,39,INDEPENDENT,
GHMC,Ward 141 - Gotham nagar,UR(W),52330,23801,10,0,22840,707,264,7,RAASKACHLA SUJATHA,65,INDEPENDENT,
GHMC,Ward 141 - Gotham nagar,UR(W),52330,23801,10,0,22840,707,264,8,A VENKAT LAXMI,50,INDEPENDENT,
GHMC,Ward 141 - Gotham nagar,UR(W),52330,23801,10,0,22840,707,264,9,SANKU MANJULA,25,INDEPENDENT,
GHMC,Ward 142 - Addagutta,SC(W),49009,23295,10,0,22410,669,226,1,Kadari Ashwini,6669,BJP,
GHMC,Ward 142 - Addagutta,SC(W),49009,23295,10,0,22410,669,226,2,Thooti Swapna,443,CPM,
GHMC,Ward 142 - Addagutta,SC(W),49009,23295,10,0,22410,669,226,3,Dhadiga Udaya Kantha Kumari,1260,INC,
GHMC,Ward 142 - Addagutta,SC(W),49009,23295,10,0,22410,669,226,4,LINGANI PRASNNA LAKSHMI,13532,TRS,Elected
GHMC,Ward 142 - Addagutta,SC(W),49009,23295,10,0,22410,669,226,5,K. Laxmi Prasanna,201,TDP,
GHMC,Ward 142 - Addagutta,SC(W),49009,23295,10,0,22410,669,226,6,Somashila Renuka,60,MCPIU,
GHMC,Ward 142 - Addagutta,SC(W),49009,23295,10,0,22410,669,226,7,ANDHE DAYAMANI,60,INDEPENDENT,
GHMC,Ward 142 - Addagutta,SC(W),49009,23295,10,0,22410,669,226,8,ALLAM ANUSHA,21,INDEPENDENT,
GHMC,Ward 142 - Addagutta,SC(W),49009,23295,10,0,22410,669,226,9,KYATHAM YASHODHA,164,INDEPENDENT,
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,1,Annam Padma,75,CPI,
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,2,Anitha Goud Jeedi,1642,INC,
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,3,K.Nagamani,546,TDP,
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,4,Banda Jaya Sudha Reddy,11565,BJP,
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,5,Mothe Sri Latha,14069,TRS,Elected
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,6,D.Anitha,27,INDEPENDENT,
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,7,ARSHIYA SAMREEN,61,INDEPENDENT,
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,8,Nilofar Sultana,46,INDEPENDENT,
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,9,Bhandari Latha,28,INDEPENDENT,
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,10,Rama Devi M,29,INDEPENDENT,
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,11,RAMIDI RUKMINI REDDY,103,INDEPENDENT,
GHMC,Ward 143 - Tarnaka,UR(W),62444,29451,23,0,28422,658,394,12,Haisa Jabeen,231,INDEPENDENT,
GHMC,Ward 144 - Mettuguda,SC(W),39268,17416,6,0,16852,340,230,1,B.ELIZABETH RANI,1951,INC,
GHMC,Ward 144 - Mettuguda,SC(W),39268,17416,6,0,16852,340,230,2,RAPOL MANJULA,301,TDP,
GHMC,Ward 144 - Mettuguda,SC(W),39268,17416,6,0,16852,340,230,3,U. SHARADA MALLESH,7008,BJP,
GHMC,Ward 144 - Mettuguda,SC(W),39268,17416,6,0,16852,340,230,4,SUNITHA R,7592,TRS,Elected
GHMC,Ward 145 - Seethaphalmandi,UR(W),61793,29537,12,0,28478,443,628,1,K. Deepthi,12834,BJP,
GHMC,Ward 145 - Seethaphalmandi,UR(W),61793,29537,12,0,28478,443,628,2,Naguluri Indumathi,996,INC,
GHMC,Ward 145 - Seethaphalmandi,UR(W),61793,29537,12,0,28478,443,628,3,G. Vijaya Laxmi,422,TDP,
GHMC,Ward 145 - Seethaphalmandi,UR(W),61793,29537,12,0,28478,443,628,4,Samala Hema,14035,TRS,Elected
GHMC,Ward 145 - Seethaphalmandi,UR(W),61793,29537,12,0,28478,443,628,5,Rajitha Komanduri,23,BMP,
GHMC,Ward 145 - Seethaphalmandi,UR(W),61793,29537,12,0,28478,443,628,6,P. Anjani Devi,90,INDEPENDENT,
GHMC,Ward 145 - Seethaphalmandi,UR(W),61793,29537,12,0,28478,443,628,7,Mounika Chepuri,21,INDEPENDENT,
GHMC,Ward 145 - Seethaphalmandi,UR(W),61793,29537,12,0,28478,443,628,8,Yadamma Shakula,57,INDEPENDENT,
GHMC,Ward 146 - Boudha nagar,BC(W),39607,21656,19,0,20721,581,373,1,KEERTHI MEKALA,9185,BJP,
GHMC,Ward 146 - Boudha nagar,BC(W),39607,21656,19,0,20721,581,373,2,KANDI SHAILAJA,9997,TRS,Elected
GHMC,Ward 146 - Boudha nagar,BC(W),39607,21656,19,0,20721,581,373,3,Najma Akber,514,AIMIM,
GHMC,Ward 146 - Boudha nagar,BC(W),39607,21656,19,0,20721,581,373,4,Nalabandu Vijaya Laxmi,150,TDP,
GHMC,Ward 146 - Boudha nagar,BC(W),39607,21656,19,0,20721,581,373,5,J. PRABHA,520,INC,
GHMC,Ward 146 - Boudha nagar,BC(W),39607,21656,19,0,20721,581,373,6,Gundu Jyothsna,8,INDEPENDENT,
GHMC,Ward 146 - Boudha nagar,BC(W),39607,21656,19,0,20721,581,373,7,Botuku Madhavi Krishnarao,108,INDEPENDENT,
GHMC,Ward 146 - Boudha nagar,BC(W),39607,21656,19,0,20721,581,373,8,A. Roseleena,143,INDEPENDENT,
GHMC,Ward 146 - Boudha nagar,BC(W),39607,21656,19,0,20721,581,373,9,N. Varalakshmi,90,INDEPENDENT,
GHMC,Ward 146 - Boudha nagar,BC(W),39607,21656,19,0,20721,581,373,10,B. Saritha Devender Reddy,6,INDEPENDENT,
GHMC,Ward 147 - Bansilalpet,SC(W),62025,29657,14,0,28605,843,223,1,KURMA HEMALATHA,13930,TRS,Elected
GHMC,Ward 147 - Bansilalpet,SC(W),62025,29657,14,0,28605,843,223,2,GHANDHAMALA SPANDANA,13094,BJP,
GHMC,Ward 147 - Bansilalpet,SC(W),62025,29657,14,0,28605,843,223,3,SMT. LAKSHMI DILARY,1150,INC,
GHMC,Ward 147 - Bansilalpet,SC(W),62025,29657,14,0,28605,843,223,4,K HEMALATHA,308,TDP,
GHMC,Ward 147 - Bansilalpet,SC(W),62025,29657,14,0,28605,843,223,5,MUDUGULA SUNITHA,36,INDEPENDENT,
GHMC,Ward 147 - Bansilalpet,SC(W),62025,29657,14,0,28605,843,223,6,MUTHU MANJULA,87,INDEPENDENT,
GHMC,Ward 148 - Ramgopalpet,BC(W),35866,18903,2,1,18084,691,130,1,A. ARUNA,8143,TRS,
GHMC,Ward 148 - Ramgopalpet,BC(W),35866,18903,2,1,18084,691,130,2,CHEERA SUCHITRA,8453,BJP,Elected
GHMC,Ward 148 - Ramgopalpet,BC(W),35866,18903,2,1,18084,691,130,3,MANIKA BANDARAM REKHA,160,TDP,
GHMC,Ward 148 - Ramgopalpet,BC(W),35866,18903,2,1,18084,691,130,4,KAVITHA S,1069,INC,
GHMC,Ward 148 - Ramgopalpet,BC(W),35866,18903,2,1,18084,691,130,5,VUKKADKAR ASHWINI KUMARI,21,INDEPENDENT,
GHMC,Ward 148 - Ramgopalpet,BC(W),35866,18903,2,1,18084,691,130,6,DAKAI PAVANI,75,INDEPENDENT,
GHMC,Ward 148 - Ramgopalpet,BC(W),35866,18903,2,1,18084,691,130,7,A MOUNIKA,31,INDEPENDENT,
GHMC,Ward 148 - Ramgopalpet,BC(W),35866,18903,2,1,18084,691,130,8,SARARAPU SUMITRA,132,INDEPENDENT,
GHMC,Ward 149 - Begumpet,UR(W),50963,23797,21,0,23069,605,144,1,A. MANJULA REDDY,1167,INC,
GHMC,Ward 149 - Begumpet,UR(W),50963,23797,21,0,23069,605,144,2,FARHANA BEGUM,356,TDP,
GHMC,Ward 149 - Begumpet,UR(W),50963,23797,21,0,23069,605,144,3,T. MAHESHWARI,11407,TRS,Elected
GHMC,Ward 149 - Begumpet,UR(W),50963,23797,21,0,23069,605,144,4,RAJALAKSHMI R,10053,BJP,
GHMC,Ward 149 - Begumpet,UR(W),50963,23797,21,0,23069,605,144,5,CHEKKALA KANCHANAMALA,86,INDEPENDENT,
GHMC,Ward 150 - Monda Market,UR(W),49348,22280,13,0,21665,426,202,1,Akula Rupha,8068,TRS,
GHMC,Ward 150 - Monda Market,UR(W),49348,22280,13,0,21665,426,202,2,Kontham Deepika,12015,BJP,Elected
GHMC,Ward 150 - Monda Market,UR(W),49348,22280,13,0,21665,426,202,3,Bandhanadam Bala Prashanthi,1087,INC,
GHMC,Ward 150 - Monda Market,UR(W),49348,22280,13,0,21665,426,202,4,B. Sai Rani,495,TDP,
